Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Preço Venda Atacado;Quantidade Mínima Atacado;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;Modelo;Código Balança;Código Interno;Tags;Tipo;NCM;CFOP;ORIGEM;CEST;Categoria PDV;Botão PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preço De;Preço Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descrição do Produto;Garantia;Itens Inclusos;Especificações
7898449401747;Produto;Lip Balm Cereja Phállebeauy 3,5g;1,99;10;0;0;Unidade;Sim;Maquiagem;Lip Balm;Sim;1;0;Phállebeauty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Lip Balm;Lip Balm Cereja Phállebeauy 3,5g;0;10;0;0;0;0;;;;
7898562371170;Produto;Lip Balm Choco Menta Miamake 3,1g;1,99;5;0;0;Unidade;Sim;Maquiagem;Lip Balm;Sim;1;26;Miamake;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Lip Balm;Lip Balm Choco Menta Miamake 3,1g;0;5;0;0;0;0;;;;
7898671428925;Produto;Manteiga de Cacau Coco Melu Ruby Rose 5,5ml;5,5;10;0;0;Unidade;Sim;Lábios;Manteiga de Cacau;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Lábios;Manteiga de Cacau;Manteiga de Cacau Coco Melu Ruby Rose 5,5ml;0;10;0;0;0;0;;;;
7898715810020;Produto;Gloss Borboletinha Vivai 4ml;4,5;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Gloss Borboletinha Vivai 4ml;0;5;0;0;0;0;;;;
7898130551492;Produto;Gloss de Volume Labial Vivai 5ml;6,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;21;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Gloss de Volume Labial Vivai 5ml;0;10;0;0;0;0;;;;
7898715810877;Produto;Gloss Labial Vai na Bolsa Vivai 8ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;7;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Gloss Labial Vai na Bolsa Vivai 8ml;0;10;0;0;0;0;;;;
7898715810914;Produto;Lip Gloss Balão Vivai 5ml;5;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Balão Vivai 5ml;0;5;0;0;0;0;;;;
7898715811171;Produto;Lip Gloss Mini Mello Vivai 9ml;5;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;4;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Mini Mello Vivai 9ml;0;5;0;0;0;0;;;;
7898715812178;Produto;Lip Tint Magic Lips Vivai 10,ml;6;5;0;0;Unidade;Sim;Maquiagem;Lip Tint;Sim;1;3;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Lip Tint;Lip Tint Magic Lips Vivai 10,ml;0;5;0;0;0;0;;;;
7898715812376;Produto;Gloss All Day Latex Maçã Verde Vivai 4ml;4,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;3;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Gloss All Day Latex Maçã Verde Vivai 4ml;0;10;0;0;0;0;;;;
7898715813014;Produto;Lip Tint Lelé Vivai 8,5ml;4;10;0;0;Unidade;Sim;Maquiagem;Lip Tint;Sim;1;4;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Lip Tint;Lip Tint Lelé Vivai 8,5ml;0;10;0;0;0;0;;;;
7898968202863;Produto;Lip Gloss Clear Lady Beauty 5ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Lady Beauty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Clear Lady Beauty 5ml;0;10;0;0;0;0;;;;
7898968202870;Produto;Lip Gloss Celebration Glow Lady Beauty 5ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Lady Beauty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Celebration Glow Lady Beauty 5ml;0;10;0;0;0;0;;;;
7898968202894;Produto;Lip Gloss Pink Glow Lady Beauty 5ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;7;Lady Beauty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Pink Glow Lady Beauty 5ml;0;10;0;0;0;0;;;;
7898968202900;Produto;Lip Gloss Red Glow Lady Beauty 5ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Lady Beauty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Red Glow Lady Beauty 5ml;0;10;0;0;0;0;;;;
7898968202917;Produto;Lip Gloss Gold Glow Lady Beauty 5ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Lady Beauty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Gold Glow Lady Beauty 5ml;0;10;0;0;0;0;;;;
7898968202924;Produto;Lip Gloss Brow Lady Beauty 5ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Lady Beauty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Brow Lady Beauty 5ml;0;10;0;0;0;0;;;;
7899360242129;Produto;Batom Líquido Vintage Fenzza 4ml;5;10;0;0;Unidade;Sim;Maquiagem;Batom Líquido;Sim;1;5;Fenzza;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Batom Líquido;Batom Líquido Vintage Fenzza 4ml;0;10;0;0;0;0;;;;
7899360242228;Produto;Volumizer Gloss Efeito Plump Fenzza 6ml;2,99;7;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;6;Fenzza;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Volumizer Gloss Efeito Plump Fenzza 6ml;0;7;0;0;0;0;;;;
7899360243966;Produto;Lip Gloss Magic Pink21 3ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Pink 21 Cosmetics;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Magic Pink21 3ml;0;10;0;0;0;0;;;;
7899738900149;Produto;Batom Matte Bella Femme 3,4g;2,5;5;0;0;Unidade;Sim;Maquiagem;Batom;Sim;1;0;Bella Femme;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Batom;Batom Matte Bella Femme 3,4g;0;5;0;0;0;0;;;;
6979103007251;Produto;Lip Gloss Batom Lové Rain;3,9;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Batom Lové Rain;0;5;0;0;0;0;;;;
6971877372078;Produto;Lápis para Lábios Hudabeauty;1,25;5;0;0;Unidade;Sim;Lábios;Lápis;Sim;1;1;Hudabeauty;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Lápis;Lápis para Lábios Hudabeauty;0;5;0;0;0;0;;;;
6975525970210;Produto;Lip Gloss Shiny 2in1 Lové Rain;5,85;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;9;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Shiny 2in1 Lové Rain;0;10;0;0;0;0;;;;
6956515648975;Produto;Lip Balm Lové Rain;5,85;13;0;0;Unidade;Sim;Maquiagem;Lip Balm;Sim;1;0;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Lip Balm;Lip Balm Lové Rain;0;13;0;0;0;0;;;;
7899661774312;Produto;Hidratante Labial Cor Nude Candy Balm Biscoito Recheado Super Poderes;5,9;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Hidratante Labial Cor Nude Candy Balm Biscoito Recheado Super Poderes;0;10;0;0;0;0;;;;
7899661774343;Produto;Hidratante Labial Cor Creme Candy Balm Leite Condensado Super Poderes;5,9;10;0;0;Unidade;Sim;Lábios;Hidratante Labial;Sim;1;0;Super Poderes;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Hidratante Labial Cor Creme Candy Balm Leite Condensado Super Poderes;0;10;0;0;0;0;;;;
7899661774336;Produto;Hidratante Labial Cor Nude Candy Balm Creme de Avelã Super Poderes;5,9;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Hidratante Labial Cor Nude Candy Balm Creme de Avelã Super Poderes;0;10;0;0;0;0;;;;
2000000000164;Produto;Lip Gloss 3D Hydra Miss Royal;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Miss Royal;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss 3D Hydra Miss Royal;0;10;0;0;0;0;;;;
6970924370081;Produto;Lip Tint Moist Lové Rain;3,8;10;0;0;Unidade;Sim;Maquiagem;Lip Tint;Sim;1;0;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Tint Moist Lové Rain;0;10;0;0;0;0;;;;
6903072450985;Produto;Lip Tint Kiss Love Lové Rain;4,8;10;0;0;Unidade;Sim;Maquiagem;Lip Tint;Sim;1;0;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Tint Kiss Love Lové Rain;0;10;0;0;0;0;;;;
6975649922584;Produto;Lip Oil Carnudo Bobbi Rara 7,35ml Importado;4;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Hudabeauty;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Oil Carnudo Bobbi Rara 7,35ml Importado;0;10;0;0;0;0;;;;
6976374471941;Produto;Lip Gloss Picolé Lebranche;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;6;Lebranche;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Picolé Lebranche;0;10;0;0;0;0;;;;
6976374471927;Produto;Lip Gloss Planeta Lebranche;5,2;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;4;Lebranche;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Planeta Lebranche;0;10;0;0;0;0;;;;
7898590338602;Produto;Batom Líquido Matte I´ts My Life Lyrics;5,79;5;0;0;Unidade;Sim;Maquiagem;Batom Líquido;Sim;1;0;Lyrics;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Batom Líquido;Batom Líquido Matte I´ts My Life Lyrics;0;5;0;0;0;0;;;;
7898715810921;Produto;Lip Gloss Charlote Vivai;6;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;0;0;Vivai;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;;;;0;5;0;0;0;0;;;;
6799204051010;Produto;Lip Gloss Infantil Febella;6;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Febella;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;;;;0;5;0;0;0;0;;;;
6973100267328;Produto;Lip Gloss Shine Hold Morning;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;7;Hold Morning;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Shine Hold Morning;0;10;0;0;0;0;;;;
7899360269966;Produto;Cream Tint Choco Fun Fenzza;7,83;13;0;0;Unidade;Sim;Maquiagem;Cream Tint;Sim;1;3;Fenzza;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Cream Tint;Cream Tint Choco Fun Fenzza;0;13;0;0;0;0;;;;
6921497121402;Produto;Batom Líquido Matte Belle Angel 4ml;5,86;10;0;0;Unidade;Sim;Maquiagem;Batom Líquido;Sim;1;4;Belle Angel;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Batom Líquido;Batom Líquido Matte Belle Angel 4ml;0;10;0;0;0;0;;;;
7899360269973;Produto;Batom Soft Matte Choco Fun Fenzza;4,25;5;0;0;Unidade;Sim;Maquiagem;Batom;Sim;1;0;Fenzza;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Batom;Batom Soft Matte Choco Fun Fenzza;0;5;0;0;0;0;;;;
6976374471675;Produto;Lip Plumper Silky Smooth Lebranche;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Lebranche;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Plumper Silky Smooth Lebranche;0;10;0;0;0;0;;;;
7908714106649;Produto;Batom Matte Escarlate Ludurana 4ml;3,5;10;0;0;Unidade;Sim;Maquiagem;Batom;Sim;1;0;Ludurana;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Batom;Batom Matte Escarlate Ludurana 4ml;0;10;0;0;0;0;;;;
7898196311733;Produto;Batom Matte Cor 19 Ludurana 4ml;3,5;10;0;0;Unidade;Sim;Maquiagem;Batom;Sim;1;0;Ludurana;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Batom;Batom Matte Cor 19 Ludurana 4ml;0;10;0;0;0;0;;;;
7898196312037;Produto;Batom Matte Discreta Ludurana 4ml;3,5;10;0;0;Unidade;Sim;Maquiagem;Batom;Sim;1;0;Ludurana;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Batom;Batom Matte Discreta Ludurana 4ml;0;10;0;0;0;0;;;;
7898196312600;Produto;Batom Matte Cereja Ludurana 4ml;3,5;10;0;0;Unidade;Sim;Maquiagem;Batom;Sim;1;0;Ludurana;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Batom;Batom Matte Cereja Ludurana 4ml;0;10;0;0;0;0;;;;
7898508022005;Produto;Batom Líquido Mágico Bella Femme;4,25;10;0;0;Unidade;Sim;Maquiagem;Batom Líquido;Sim;1;0;Bella Femme;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Batom Líquido;Batom Líquido Mágico Bella Femme;0;10;0;0;0;0;;;;
2000000000271;Produto;Gloss Labial Met You Febella 6799204051911;5,75;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;10;Febella;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Gloss Labial Met You Febella 6799204051911;0;10;0;0;0;0;;;;
6976374474096;Produto;Lip Gloss 2 em 1 Lebranche;7,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Lebranche;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss 2 em 1 Lebranche;0;10;0;0;0;0;;;;
7899956886621;Produto;Batom Líquido Matte Playboy;5,36;5;0;0;Unidade;Sim;Maquiagem;Batom Líquido;Sim;1;3;Playboy;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Batom Líquido;Batom Líquido Matte Playboy;0;5;0;0;0;0;;;;
6799204052116;Produto;Lip Gloss Girl Summer Febella;6;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Febella;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Girl Summer Febella;0;10;0;0;0;0;;;;
6975532177992;Produto;Lip Gloss Candy Lové Rain;5,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Candy Lové Rain;0;10;0;0;0;0;;;;
7908240503264;Produto;Lip Gloss Volumoso com Ácido Hialurônico Max Love 5ml;4,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Max Love;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Volumoso com Ácido Hialurônico Max Love 5ml;0;10;0;0;0;0;;;;
6971556270329;Produto;Lip Oil Silky Lové Rain;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;7;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Oil Silky Lové Rain;0;10;0;0;0;0;;;;
2000000000438;Produto;Lip Oil Magic Febella 6799204053519;6,62;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;3;Febella;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Oil Magic Febella 6799204053519;0;10;0;0;0;0;;;;
2000000000321;Produto;Lip Gloss Amor Anjo 6939687891691;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Amor Anjo;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Amor Anjo 6939687891691;0;10;0;0;0;0;;;;
6903072453542;Produto;Gloss Labial Plant Extraction Lové Rain;6,29;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;7;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Gloss Labial Plant Extraction Lové Rain;0;10;0;0;0;0;;;;
6927894022113;Produto;Batom da Vovó Febella;2;5;0;0;Unidade;Sim;Maquiagem;Batom;Sim;1;0;Febella;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Batom;Batom da Vovó Febella;0;5;0;0;0;0;;;;
6799204051416;Produto;Gloss Labial Super Brilhante 3D Febella;7,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;0;5;Febella;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;;;;0;10;0;0;0;0;;;;
6910327052160;Produto;Gloss Ultra HD Velvet FFiomror;3,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;12;Ffiomor;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Gloss Ultra HD Velvet FFiomror;0;10;0;0;0;0;;;;
6799204052611;Produto;Lip Gloss Magic Febella;6,83;10;0;0;Unidade;Não;Maquiagem;Gloss;Sim;1;16;Febella;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Magic Febella;0;10;0;0;0;0;;;;
6922946030184;Produto;Lip Gloss Fashion & Classic Lua&Neve;0;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;4;Lua&Neve;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Fashion & Classic Lua&Neve;0;5;0;0;0;0;;;;
6930249904729;Produto;Batom Mágico Lua&Neve 3g;5,46;10;0;0;Unidade;Sim;Maquiagem;Batom;Sim;1;5;Lua&Neve;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Batom;Batom Mágico Lua&Neve 3g;0;10;0;0;0;0;;;;
6930249905320;Produto;Lip Tint Sweet Lua&Neve 5ml;5;10;0;0;Unidade;Sim;Maquiagem;Lip Tint;Sim;1;14;Lua&Neve;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Lip Tint;Lip Tint Sweet Lua&Neve 5ml;0;10;0;0;0;0;;;;
6920235816150;Produto;Lip Gloss Magic Fashion Color Mocmallure;5;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Mocmallure;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Magic Fashion Color Mocmallure;0;5;0;0;0;0;;;;
6930249940918;Produto;Lip Gloss Colorful Lua&Neve 4,5ml;5;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Lua&Neve;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Colorful Lua&Neve 4,5ml;0;5;0;0;0;0;;;;
6930249945210;Produto;Lip Tint Lua&Neve 3ml;5,29;10;0;0;Unidade;Sim;Maquiagem;Lip Tint;Sim;1;4;Lua&Neve;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Lip Tint;Lip Tint Lua&Neve 3ml;0;10;0;0;0;0;;;;
6930249946118;Produto;Lip Oil Butterfly Sarah's Beauty 2ml;5;5;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;4;Sarah´s Beauty;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Oil Butterfly Sarah's Beauty 2ml;0;5;0;0;0;0;;;;
6930249952713;Produto;Lip Gloss Lover Lua&Neve 4,5ml;0;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Lua&Neve;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Lover Lua&Neve 4,5ml;0;10;0;0;0;0;;;;
6932159610714;Produto;Cream Tint 01 Happier Ruby Rose 4,8ml;4,99;10;0;0;Unidade;Sim;Maquiagem;Cream Tint;Sim;1;9;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Cream Tint;Cream Tint 01 Happier Ruby Rose 4,8ml;0;10;0;0;0;0;;;;
6932159610752;Produto;Cream Tint 05 Confident Ruby Rose 4,8ml;4,99;10;0;0;Unidade;Sim;Maquiagem;Cream Tint;Sim;1;3;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Cream Tint;Cream Tint 05 Confident Ruby Rose 4,8ml;0;10;0;0;0;0;;;;
6932159610868;Produto;Lip Gloss Firefly Ruby Rose 5ml;0;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Firefly Ruby Rose 5ml;0;10;0;0;0;0;;;;
6932159610875;Produto;Lip Gloss Flame Ruby Rose 5ml;0;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Flame Ruby Rose 5ml;0;10;0;0;0;0;;;;
6932159610882;Produto;Lip Gloss Flashligh Ruby Rose 5ml;0;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Flashligh Ruby Rose 5ml;0;10;0;0;0;0;;;;
6932159610899;Produto;Lip Gloss Bonfire Ruby Rose 5ml;5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Bonfire Ruby Rose 5ml;0;10;0;0;0;0;;;;
6932159610905;Produto;Lip Gloss Shooting Star Ruby Rose 5ml;0;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;2;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Shooting Star Ruby Rose 5ml;0;10;0;0;0;0;;;;
6932159610912;Produto;Lip Gloss Firework Ruby Rose 5ml;0;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Ruby Rose;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Firework Ruby Rose 5ml;0;10;0;0;0;0;;;;
6937118810204;Produto;Lip Gloss Fashion Colors Lové Rain;0;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;3;Lové Rain;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Fashion Colors Lové Rain;0;10;0;0;0;0;;;;
7899360248183;Produto;Lip Gloss Fluffy Lips Pink21;3,9;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;16;Pink 21 Cosmetics;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Fluffy Lips Pink21;0;10;0;0;0;0;;;;
2000000000002;Produto;Lip Gloss Magic FFiomror;0;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;6;Ffiomor;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Magic Ffiomor;0;10;0;0;0;0;;;;
6973451271081;Produto;Lip Gloss Glitter Shiny Cute Color Miss Betty;4,05;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;6;Miss Betty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Lip Gloss Glitter Shiny Cute Color Miss Betty;0;10;0;0;0;0;;;;
7908869300268;Produto;Batom Líquido For Angels;4,85;10;0;0;Unidade;Sim;Maquiagem;Batom Líquido;Sim;1;3;For Angels;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Batom Líquido;Batom Líquido For Angels;0;10;0;0;0;0;;;;
6953198741740;Produto;Lip Gloss Matte Amor Anjo;5,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Amor Anjo;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Matte Amor Anjo;0;10;0;0;0;0;;;;
7898566824955;Produto;Gloss de Volume Labial Big Mouth Phallebeauty;7,11;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;0;Phállebeauty;;;;;Mercadoria para Revenda;33041000;5102;0;2000900;;;Maquiagem;Gloss;Gloss de Volume Labial Big Mouth Phallebeauty;0;10;0;0;0;0;;;;
6921497120580;Produto;Batom Líquido Matte Belle Angel;5,2;5;0;0;Unidade;Sim;Maquiagem;Batom Líquido;Sim;1;0;Belle Angel;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Batom Líquido;Batom Líquido Matte Belle Angel;0;5;0;0;0;0;;;;
6919753168759;Produto;Lip Gloss Matte Longa Duração Amor Anjo;4,5;10;0;0;Unidade;Sim;Maquiagem;Gloss;Sim;1;1;Amor Anjo;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Gloss Matte Longa Duração Amor Anjo;0;10;0;0;0;0;;;;
6973100267250;Produto;Lip Tint Yeah Hold Morning;3,5;10;0;0;Unidade;Sim;Maquiagem;Lip Tint;Sim;1;11;Hold Morning;;;;;Mercadoria para Revenda;33041000;5102;2;2000900;;;Maquiagem;Gloss;Lip Tint Yeah Hold Morning;0;10;0;0;0;0;;;;
